交易日,是否交易,开仓合约,平仓合约,开仓合约delta,开仓价,平仓价,持仓合约,持仓合约收盘价,现货收盘价,平仓合约Strike
20140221,Yes,华夏上证50ETF期权1403认沽1.40,,-21.1477359054,0.0070,,华夏上证50ETF期权1403认沽1.40,0.0070,1.496
20140224,No,,,,,,华夏上证50ETF期权1403认沽1.40,0.0120,1.458
20140225,No,,,,,,华夏上证50ETF期权1403认沽1.40,0.0170,1.436
20140226,Yes,华夏上证50ETF期权1403认沽1.35,华夏上证50ETF期权1403认沽1.40,-23.0808005283,0.0070,0.0200,华夏上证50ETF期权1403认沽1.35,0.0070,1.429,1.4
20140227,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0030,1.433
20140228,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0030,1.432
20140303,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0030,1.45
20140304,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.447
20140305,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.444
20140306,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0030,1.434
20140307,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0040,1.449
20140310,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0040,1.406
20140311,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0050,1.402
20140312,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.402
20140313,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0010,1.418
20140314,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0070,1.416
20140317,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.422
20140318,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0010,1.424
20140319,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0010,1.406
20140320,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0030,1.407
20140321,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0010,1.403
20140324,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.46
20140325,No,,,,,,华夏上证50ETF期权1403认沽1.35,0.0020,1.463
20140326,Yes,华夏上证50ETF期权1404认沽1.35,华夏上证50ETF期权1403认沽1.35,-16.2798898863,0.0050,0.0010,华夏上证50ETF期权1404认沽1.35,0.0050,1.46,1.35
20140327,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.45
20140328,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.462
20140331,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.454
20140401,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.459
20140403,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0040,1.475
20140404,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0030,1.466
20140409,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0010,1.524
20140410,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0030,1.519
20140411,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0030,1.551
20140414,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0030,1.545
20140415,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0040,1.517
20140416,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0050,1.512
20140417,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.513
20140418,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0060,1.499
20140421,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0016,1.488
20140422,No,,,,,,华夏上证50ETF期权1404认沽1.35,0.0040,1.485
20140423,Yes,华夏上证50ETF期权1405认沽1.40,华夏上证50ETF期权1404认沽1.35,-21.4557359935,0.0168,0.0022,华夏上证50ETF期权1405认沽1.40,0.0168,1.498,1.35
20140424,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0156,1.5
20140425,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0175,1.499
20140428,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0230,1.48
20140429,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0215,1.477
20140430,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0213,1.487
20140505,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0280,1.471
20140506,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0279,1.478
20140507,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0249,1.471
20140508,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0244,1.469
20140509,No,,,,,,华夏上证50ETF期权1405认沽1.40,0.0127,1.471
